# generation best_length mean_best_half
1000 4.76839 5.77471
1001 4.76839 5.741
1002 4.76839 5.747
1003 4.76839 5.75702
1004 4.76839 5.65685
1005 4.76839 5.62662
1006 4.76839 5.63448
1007 4.76839 5.67979
1008 4.76839 5.799
1009 4.76839 5.81616
1010 4.76839 5.85408
1011 4.76839 5.90045
1012 4.76839 5.80621
1013 4.76839 5.85615
1014 4.76839 5.8441
1015 4.76839 5.78887
1016 4.76839 5.74144
1017 4.76839 5.81714
1018 4.76839 5.74499
1019 4.76839 5.74972
1020 4.76839 5.84112
1021 4.76839 5.91029
1022 4.76839 5.82256
1023 4.76839 5.85056
1024 4.76839 5.83772
1025 4.76839 5.79211
1026 4.76839 5.96576
1027 4.76839 5.88682
1028 4.76839 5.88318
1029 4.76839 5.88819
1030 4.76839 5.82487
1031 4.76839 5.98634
1032 4.76839 6.00168
1033 4.76839 5.9999
1034 4.76839 5.94911
1035 4.76839 5.84623
1036 4.76839 5.80561
1037 4.76839 5.86453
1038 4.76839 5.92917
1039 4.76839 5.89837
1040 4.76839 5.93192
1041 4.76839 5.82047
1042 4.76839 5.81402
1043 4.76839 5.79034
1044 4.76839 5.82875
1045 4.76839 5.82481
1046 4.76839 5.80921
1047 4.76839 5.75224
1048 4.76839 5.75319
1049 4.76839 5.77446
1050 4.76839 5.72825
1051 4.76839 5.67886
1052 4.76839 5.66511
1053 4.76839 5.74724
1054 4.76839 5.82073
1055 4.76839 5.87085
1056 4.76839 5.85645
1057 4.76839 5.88682
1058 4.76839 5.90235
1059 4.76839 5.90035
1060 4.76839 5.85767
1061 4.76839 5.76456
1062 4.76839 5.80272
1063 4.76839 5.88554
1064 4.76839 5.87608
1065 4.76839 5.79973
1066 4.76839 5.84429
1067 4.76839 5.88626
1068 4.76839 5.95645
1069 4.76839 5.94636
1070 4.76839 5.91516
1071 4.76839 5.8175
1072 4.76839 5.84972
1073 4.76839 5.85152
1074 4.76839 5.84171
1075 4.76839 5.75765
1076 4.76839 5.76303
1077 4.76839 5.8441
1078 4.76839 5.87311
1079 4.76839 5.91901
1080 4.76839 5.83118
1081 4.76839 5.78357
1082 4.76839 5.76862
1083 4.76839 5.79391
1084 4.76839 5.8569
1085 4.76839 5.9297
1086 4.76839 5.89025
1087 4.76839 5.88849
1088 4.76839 5.90589
1089 4.76839 6.02112
1090 4.76839 5.87133
1091 4.76839 5.80206
1092 4.76839 5.77556
1093 4.76839 5.8439
1094 4.76839 5.84427
1095 4.76839 5.81289
1096 4.76839 5.85209
1097 4.76839 5.95765
1098 4.76839 5.97176
1099 4.76839 5.93059
1100 4.76839 6.00644
1101 4.76839 5.88462
1102 4.76839 5.7552
1103 4.76839 5.76042
1104 4.76839 5.78991
1105 4.76839 5.90519
1106 4.76839 5.92565
1107 4.76839 5.93609
1108 4.76839 6.01078
1109 4.76839 5.99551
1110 4.76839 5.90503
1111 4.76839 5.94913
1112 4.76839 5.84096
1113 4.76839 5.90527
1114 4.76839 5.79262
1115 4.76839 5.97577
1116 4.76839 5.9169
1117 4.76839 5.98906
1118 4.76839 6.08517
1119 4.76839 6.0602
1120 4.76839 5.92328
1121 4.76839 5.93499
1122 4.76839 5.81629
1123 4.76839 5.85228
1124 4.76839 5.82058
1125 4.76839 5.82256
1126 4.76839 5.84842
1127 4.76839 5.88628
1128 4.76839 5.91108
1129 4.76839 5.94589
1130 4.76839 5.8862
1131 4.76839 5.85498
1132 4.76839 5.89298
1133 4.76839 6.05175
1134 4.76839 6.10034
1135 4.76839 6.02958
1136 4.76839 5.99568
1137 4.76839 5.97599
1138 4.76839 5.94779
1139 4.76839 5.95688
1140 4.76839 5.93877
1141 4.76839 5.93419
1142 4.76839 5.89158
1143 4.76839 5.89242
1144 4.76839 5.76184
1145 4.76839 5.85485
1146 4.76839 5.92512
1147 4.76839 5.95368
1148 4.76839 5.95266
